"id","created_at","source","original_text","lang","favorite_count","retweet_count","original_author","hashtags","user_mentions"
"1245796025798922240","Thu Apr 02 19:31:32 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @aracalacana: Google lista sus iniciativas y alianzas -con organizaciones de verificación del discurso público, con medios de comunicaci…","es","0","2","trabajador1070","","aracalacana"
"1245796017225818112","Thu Apr 02 19:31:30 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bettycriticonaa: BUENA NOTICIA
• Difundan por favor
• Corea del Sur, país que logró frenar la curva en casos COVID-19 apoyará a Colomb…","es","0","53","AngelnJorge","","bettycriticonaa"
"1245796007763460097","Thu Apr 02 19:31:28 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#LaUnión Alcaldes de este departamento se reunieron en Pasaquina, para abordar temas sobre #COVID19 y el apoyo a la… https://t.co/8LuZdJSGAt","es","0","384","ITRnoticias1","LaUnión, COVID19",""
"1245796000700051456","Thu Apr 02 19:31:26 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SSalud_mx: Sigue las recomendaciones de @SusanaDistancia y #LávateLasManos 💦🧴🙌🏼 Infórmate sobre el #Coronavirus #COVID19 en https://t.c…","es","0","654","kazukihega","LávateLasManos, Coronavirus, COVID19","SSalud_mx, SusanaDistancia"
"1245795992324145160","Thu Apr 02 19:31:24 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Madrid desde Gran Vía. Parece un pueblo con el aire limpio, como dice @Pasepernocta #coronavirus https://t.co/aZNuuzvFm9","es","0","0","Poves","Madrid, coronavirus","Pasepernocta"
"1245795983721725953","Thu Apr 02 19:31:22 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CNNChile: Mañalich explicó el gasto de $400 millones en “asesoría creativa” para campaña por el COVID-19 https://t.co/83JWyK3yKe https:…","es","0","1","pelelepato","","CNNChile"
"1245795975446384641","Thu Apr 02 19:31:20 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Demostenes_eu Vaya TITULAR 😡 ,el problema es que la gente no lee la noticia!
El titular le da por encabronarse y… https://t.co/uk7ZfZdvea","es","0","7","LoliAlfonso","","Demostenes_eu"
"1245795967057747970","Thu Apr 02 19:31:18 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SENAComunica: #SomosSENA Ventilación mecánica, derivador de flujo, uniformes de protección, aerosol box y máscaras faciales o caretas s…","es","0","374","ANDRESMO58","SomosSENA","SENAComunica"
"1245795958778138624","Thu Apr 02 19:31:16 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Vacceablanca: #LaCorrupcionNosDestruye
#YoMeQuedoEnCasa

La fuerza de un estado está en proporcionar a sus ciudadanos recursos que per…","es","0","0","CsarGallardolv1","LaCorrupcionNosDestruye, YoMeQuedoEnCasa","Vacceablanca"
"1245795950108557315","Thu Apr 02 19:31:14 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Garcete09: SEÑORES, HE VENCIDO AL COVID-19!!! Dios es fiel!!","es","0","9","cuquitaonate","","Garcete09"
"1245811158923304963","Thu Apr 02 20:31:40 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @voiceofcanf: Esta es la realidad de los cubanos en un centro de aislamiento por Covid-19 Mientras el #Régimen exporta y lucra con sus m…","es","0","333","vmdiaz58","Régimen","voiceofcanf"
